id,adult,overview,popularity,release_date,title,vote_average,vote_count,character,actor_name,crew_id,name_genres,keyword_name,tags
277,FALSE,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",20.624333,9/19/2003,Underworld,6.6,2556,Selene,Kate Beckinsale,3950,"Action, Fantasy, Thriller","bite, blunt, budapest, descendant, fang vamp, hostility, love of one's life, shootout, subway, vampire, werewolf","Action, Fantasy, Thriller, bite, blunt, budapest, descendant, fang vamp, hostility, love of one's life, shootout, subway, vampire, werewolf"
278,FALSE,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",51.645403,9/23/1994,The Shawshank Redemption,8.5,8358,Andy Dufresne,Tim Robbins,4027,"Crime, Drama","1940s, corruption, delinquent, escape from prison, framed for murder, parole board, police brutality, prison, prison cell, wrongful imprisonment","1940s, Crime, Drama, corruption, delinquent, escape from prison, framed for murder, parole board, police brutality, prison, prison cell, wrongful imprisonment"
279,FALSE,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri â€“ now confined to an insane asylum.",12.677592,10/26/1984,Amadeus,7.8,1107,Antonio Salieri,F. Murray Abraham,3974,"Drama, History, Music","18th century, composer, envy, god, italy, marriage crisis, murder, musician, opera, talent, vienna austria","18th century, Drama, History, Music, composer, envy, god, italy, marriage crisis, murder, musician, opera, talent, vienna austria"
280,FALSE,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",22.661695,7/1/1991,Terminator 2: Judgment Day,7.7,4274,The Terminator,Arnold Schwarzenegger,2710,"Action, Science Fiction, Thriller","catch phrase, cyborg, dystopia, fictional war, mental institution, moral ambiguity, morphing, nuclear weapons, post-apocalyptic, savior, shape shifter, shotgun, violence","Action, Science Fiction, Thriller, catch phrase, cyborg, dystopia, fictional war, mental institution, moral ambiguity, morphing, nuclear weapons, post-apocalyptic, savior, shape shifter, shotgun, violence"
281,FALSE,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?",11.223055,10/13/1995,Strange Days,6.8,334,Lenny Nero,Ralph Fiennes,14392,"Crime, Drama, Science Fiction, Thriller","bodyguard, criminal, cyberpunk, dream, dystopia, ex-cop, ex-girlfriend, future, los angeles, minidisc, murder, police, police brutality, pornography, private detective, prostitute, rape, rapper, revolt, violence, virtual reality, woman director","Crime, Drama, Science Fiction, Thriller, bodyguard, criminal, cyberpunk, dream, dystopia, ex-cop, ex-girlfriend, future, los angeles, minidisc, murder, police, police brutality, pornography, private detective, prostitute, rape, rapper, revolt, violence, virtual reality, woman director"
284,FALSE,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",11.994281,6/15/1960,The Apartment,8.1,498,C.C. Baxter,Jack Lemmon,3146,"Comedy, Drama, Romance","age difference, christmas party, clerk, extramarital affair, flat, lovesickness, new year's eve, new york, office, romantic comedy, spaghetti, suicide attempt, tennis racket, winter","Comedy, Drama, Romance, age difference, christmas party, clerk, extramarital affair, flat, lovesickness, new year's eve, new york, office, romantic comedy, spaghetti, suicide attempt, tennis racket, winter"
285,FALSE,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",31.363664,5/19/2007,Pirates of the Caribbean: At World's End,6.9,4627,Captain Jack Sparrow,Johnny Depp,1704,"Action, Adventure, Fantasy","aftercreditsstinger, afterlife, alliance, calypso, drug abuse, east india trading company, exotic island, fighter, love of one's life, ocean, pirate, ship, shipwreck, strong woman, swashbuckler, traitor","Action, Adventure, Fantasy, aftercreditsstinger, afterlife, alliance, calypso, drug abuse, east india trading company, exotic island, fighter, love of one's life, ocean, pirate, ship, shipwreck, strong woman, swashbuckler, traitor"
288,FALSE,High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.,16.715935,3/27/1952,High Noon,7.6,343,Marshal Will Kane,Gary Cooper,4065,Western,"battle, brawl, fistfight, gunslinger, justice, morality, one against many, quick draw, showdown, street shootout, u.s. marshal","Western, battle, brawl, fistfight, gunslinger, justice, morality, one against many, quick draw, showdown, street shootout, u.s. marshal"
289,FALSE,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",13.916101,11/26/1942,Casablanca,7.9,1462,Rick Blaine,Humphrey Bogart,4109,"Drama, Romance","casablanca, concentration camp, corruption, emigration, film noir, love triangle, melodrama, nationalism, nazis, patriotism, resistance, spy, visa, war","Drama, Romance, casablanca, concentration camp, corruption, emigration, film noir, love triangle, melodrama, nationalism, nazis, patriotism, resistance, spy, visa, war"
290,FALSE,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,8.387026,8/1/1991,Barton Fink,7.4,450,Barton Fink,John Turturro,1223,"Comedy, Drama","cinema, film business, film producer, los angeles, mass murder, screenplay, screenwriter","Comedy, Drama, cinema, film business, film producer, los angeles, mass murder, screenplay, screenwriter"
292,FALSE,"The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio manâ€™s moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.",2.092791,9/12/2005,Dave Chappelle's Block Party,6.5,29,Himself,Dave Chappelle,201,"Comedy, Documentary, Music","black people, block party, brass band, classroom, hip-hop, megaphone, stage","Comedy, Documentary, Music, black people, block party, brass band, classroom, hip-hop, megaphone, stage"
293,FALSE,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",12.583826,10/9/1992,A River Runs Through It,7,241,Paul Maclean,Brad Pitt,4135,Drama,"brother brother relationship, fishing, fly fishing, gambling, individual, journalist, montana, pastor, prohibition","Drama, brother brother relationship, fishing, fly fishing, gambling, individual, journalist, montana, pastor, prohibition"
296,FALSE,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor â€¦ just like he promised.",20.818907,7/2/2003,Terminator 3: Rise of the Machines,5.9,2177,The Terminator,Arnold Schwarzenegger,7213,"Action, Science Fiction, Thriller","artificial intelligence, cyborg, dystopia, fire engine, firemen, killer robot, leather jacket, man vs machine, nanotechnology, psychiatrist, rocket launcher, saving the world, sun glasses, veterinarian","Action, Science Fiction, Thriller, artificial intelligence, cyborg, dystopia, fire engine, firemen, killer robot, leather jacket, man vs machine, nanotechnology, psychiatrist, rocket launcher, saving the world, sun glasses, veterinarian"
297,FALSE,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",14.026744,11/12/1998,Meet Joe Black,6.9,1174,Joe Black,Brad Pitt,769,"Drama, Fantasy, Mystery","broken engagement, doctor, fate, fireworks, life and death, love at first sight, millionaire, religion and supernatural, teenage crush","Drama, Fantasy, Mystery, broken engagement, doctor, fate, fireworks, life and death, love at first sight, millionaire, religion and supernatural, teenage crush"
298,FALSE,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",12.16276,6/7/2007,Ocean's Thirteen,6.5,2040,Daniel Ocean,George Clooney,1884,"Crime, Thriller","casino, heist, labor strike, las vegas, pretending to be rich, revenge, thief","Crime, Thriller, casino, heist, labor strike, las vegas, pretending to be rich, revenge, thief"
